latitude,longitude,beds,week_price,neighbourhood_cleansed,zipcode
37.77622023,-122.390127,1,7,South of Market,94107
37.77075139,-122.3942694,1,7,South of Market,"94158
94158"
37.77534182,-122.3931802,1,7,South of Market,94107
37.77554633,-122.4094799,1,7,South of Market,94103
37.7793275,-122.4098055,2,14,South of Market,94103
37.78134663,-122.3898748,1,7,South of Market,94107
37.77802587,-122.3930333,1,7,South of Market,94107
37.77419918,-122.3961422,4,28,South of Market,94158
37.77941635,-122.4085106,1,7,South of Market,94103
37.77527657,-122.4075229,1,7,South of Market,94103
37.77678599,-122.4143818,1,7,South of Market,94103
37.78471672,-122.3900091,1,7,South of Market,94107
37.77987631,-122.4047215,1,7,South of Market,94103
37.77789226,-122.4147761,1,7,South of Market,94103
37.77683065,-122.4107003,1,7,South of Market,94103
37.77333136,-122.3976533,1,7,South of Market,94158
37.77696084,-122.4118758,1,7,South of Market,94103
37.7783648,-122.412079,3,21,South of Market,94103
37.77842834,-122.3942366,2,14,South of Market,94107
37.77089225,-122.3987258,1,7,South of Market,94158
37.78990112,-122.3905088,1,7,South of Market,94105
37.77369044,-122.4151378,1,7,South of Market,
37.7778584,-122.4117759,1,7,South of Market,94103
37.78164019,-122.390026,1,7,South of Market,94107
37.77062551,-122.4222927,1,7,South of Market,94103
37.77742581,-122.4125025,1,7,South of Market,94103
37.77737163,-122.4107241,1,7,South of Market,94103
37.77893226,-122.4073316,1,7,South of Market,94103
37.77719882,-122.4076469,2,14,South of Market,94103
37.77137958,-122.4228445,1,7,South of Market,94103
37.78824688,-122.3920197,1,7,South of Market,94105
37.77576471,-122.4154915,1,7,South of Market,94103
37.78748012,-122.3908643,1,7,South of Market,94105
37.78188225,-122.4062163,4,28,South of Market,94103
37.77507815,-122.417099,2,14,South of Market,94103
37.7841902,-122.3898224,3,21,South of Market,
37.77353328,-122.4038331,1,7,South of Market,94103
37.77716127,-122.4093149,1,7,South of Market,94103
37.77252947,-122.4031067,2,14,South of Market,94103
37.77759138,-122.4107083,1,7,South of Market,94103
37.77534362,-122.4175389,1,7,South of Market,94103
37.77241159,-122.4209302,1,7,South of Market,94103
37.78128197,-122.4034604,1,7,South of Market,94103
37.77719287,-122.4087119,3,21,South of Market,94103
37.78018909,-122.406009,2,14,South of Market,94103
37.77565423,-122.4038344,1,7,South of Market,94103
37.78654519,-122.3902817,1,7,South of Market,94105
37.78092025,-122.4053265,1,7,South of Market,94103
37.77331523,-122.3925359,1,7,South of Market,94158
37.77284289,-122.3968654,3,21,South of Market,94158
37.78067259,-122.4108085,2,14,South of Market,94103
37.78011535,-122.3903317,1,7,South of Market,94158
37.78064684,-122.4051658,1,7,South of Market,94107
37.77697329,-122.3923484,1,7,South of Market,94107
37.78201211,-122.3895166,1,7,South of Market,94107
37.77924717,-122.3921009,2,14,South of Market,94107
37.77586252,-122.3997244,1,7,South of Market,94107
37.77885804,-122.4101408,2,14,South of Market,94103
37.78009348,-122.3908134,1,7,South of Market,94158
37.77623523,-122.4156493,1,7,South of Market,94103
37.77304882,-122.3973812,1,7,South of Market,94158
37.78263985,-122.4093223,1,7,South of Market,94103
37.77723543,-122.3923023,1,7,South of Market,94107
37.77994994,-122.4078362,1,7,South of Market,94103
37.77696561,-122.4047544,2,14,South of Market,94103
37.77739755,-122.4126252,1,7,South of Market,94103
37.7782596,-122.4115697,2,14,South of Market,94103
37.78632546,-122.3932554,1,7,South of Market,94105
37.78050668,-122.4035411,1,7,South of Market,94107
37.78308791,-122.3949326,1,7,South of Market,94107
37.77425663,-122.3961468,1,7,South of Market,94158
37.78145279,-122.4022386,1,7,South of Market,94107
37.77815821,-122.3929219,1,7,South of Market,94107
37.77361361,-122.3964241,2,14,South of Market,94158
37.77937312,-122.4021166,1,7,South of Market,94107
37.77900478,-122.4061766,1,7,South of Market,94103
37.77628372,-122.4083661,2,14,South of Market,94103
37.77924464,-122.406904,1,7,South of Market,94103
37.77761961,-122.41397,1,7,South of Market,94103
37.77516935,-122.4179238,2,14,South of Market,94103
37.77564463,-122.40068,1,7,South of Market,94107
37.77298113,-122.3965329,1,7,South of Market,94158
37.77911996,-122.3988437,1,7,South of Market,94107
37.77807856,-122.4063959,1,7,South of Market,94103
37.78196601,-122.3968584,2,14,South of Market,94107
37.77646332,-122.4091116,1,7,South of Market,94103
37.77781164,-122.410281,1,7,South of Market,94103
37.78226408,-122.401885,1,7,South of Market,94102
37.77569065,-122.4024693,1,7,South of Market,94103
37.78658506,-122.3897617,1,7,South of Market,
37.78657414,-122.391671,1,7,South of Market,94105
37.77454012,-122.4197203,2,14,South of Market,
37.7717853,-122.4212294,1,7,South of Market,94103
37.77587008,-122.4014042,2,14,South of Market,94103
37.78785664,-122.3932542,2,14,South of Market,94105
37.78594,-122.3940883,2,14,South of Market,94105
37.77963695,-122.4037097,1,7,South of Market,94103
37.77193018,-122.417895,2,14,South of Market,94103
37.77918378,-122.4060828,1,7,South of Market,94103
37.78898574,-122.3893313,2,14,South of Market,94105
37.77697955,-122.4138419,1,7,South of Market,94103
37.78177329,-122.410686,3,21,South of Market,94103
37.77516811,-122.3930289,3,21,South of Market,94158
37.78426912,-122.3892322,1,7,South of Market,94107
37.78289074,-122.3936502,1,7,South of Market,94105
37.78196946,-122.3892278,1,7,South of Market,94107
37.77862913,-122.4055623,1,7,South of Market,94103
37.77701318,-122.4098888,1,7,South of Market,94103
37.77928458,-122.407103,1,7,South of Market,94103
37.77646276,-122.4080515,1,7,South of Market,94103
37.78403824,-122.3900199,1,7,South of Market,94107
37.77912154,-122.4044758,2,14,South of Market,94107
37.78209684,-122.3947724,1,7,South of Market,94107
37.77596572,-122.4050376,3,21,South of Market,94107
37.7796034,-122.4117566,1,7,South of Market,94103
37.78018909,-122.405091,1,7,South of Market,94103
37.77480282,-122.3987685,1,7,South of Market,94107
37.7727076,-122.3937593,1,7,South of Market,94158
37.77569307,-122.4124275,1,7,South of Market,94103
37.77877327,-122.4122196,1,7,South of Market,94103
37.78750619,-122.389894,1,7,South of Market,94105
37.77738979,-122.4023717,2,14,South of Market,94107
37.77805862,-122.395011,1,7,South of Market,94107
37.77630771,-122.3950558,2,14,South of Market,94107
37.78490189,-122.3954285,2,14,South of Market,94107
37.7820935,-122.3949426,2,14,South of Market,94107
37.7728841,-122.3923314,1,7,South of Market,94158
37.77431914,-122.4063893,1,7,South of Market,94103
37.77706439,-122.4113894,1,7,South of Market,94103
37.77681134,-122.3971976,1,7,South of Market,94107
37.77540369,-122.4062392,1,7,South of Market,94103
37.78836496,-122.3912397,2,14,South of Market,94105
37.78129865,-122.3898635,3,21,South of Market,94107
37.78827876,-122.3927862,2,14,South of Market,94105
37.77533803,-122.4176948,1,7,South of Market,94103
37.77978902,-122.4123198,1,7,South of Market,94103
37.77308023,-122.3977962,1,7,South of Market,94105
37.7891069,-122.391145,1,7,South of Market,94105
37.78352303,-122.3890865,1,7,South of Market,94107
37.77616775,-122.3978304,2,14,South of Market,94107
37.78678845,-122.3917757,1,7,South of Market,94105
37.77321861,-122.3936754,2,14,South of Market,94158
37.77394298,-122.4169694,1,7,South of Market,94103
37.77415126,-122.4086088,1,7,South of Market,94103
37.77803664,-122.3913763,1,7,South of Market,94107
37.77403712,-122.3967211,1,7,South of Market,94158
37.78157426,-122.4103451,1,7,South of Market,94103
37.77769846,-122.3968851,1,7,South of Market,94107
37.7751232,-122.402441,1,7,South of Market,94103
37.78304899,-122.3932041,2,14,South of Market,94107
37.77678385,-122.4162431,2,14,South of Market,
37.77835321,-122.4126981,1,7,South of Market,94103
37.77859763,-122.4059526,2,14,South of Market,94103
37.77734658,-122.4028033,1,7,South of Market,94107
37.77395516,-122.4022029,1,7,South of Market,94103
37.76670806,-122.3957149,3,21,South of Market,94107
37.78152152,-122.3905472,1,7,South of Market,94107
37.7676289,-122.39758,1,7,South of Market,94107
37.78649115,-122.3924504,2,14,South of Market,94105
37.77218583,-122.4167222,2,14,South of Market,94103
37.78316245,-122.3899761,3,21,South of Market,94107
37.78302872,-122.3960074,1,7,South of Market,94107
37.77237744,-122.3923111,1,7,South of Market,94158
37.77239845,-122.4125715,1,7,South of Market,94103
37.78016645,-122.4078939,2,14,South of Market,94103
37.78725786,-122.3943964,2,14,South of Market,94105
37.78790479,-122.3927104,1,7,South of Market,94105
37.77667226,-122.4085954,1,7,South of Market,94103
37.77779748,-122.4158545,1,7,South of Market,94103
37.77961188,-122.3919489,2,14,South of Market,94107
37.77765535,-122.4043913,2,14,South of Market,94103
37.77641188,-122.4133652,1,7,South of Market,94103
37.77821597,-122.4022659,1,7,South of Market,94107
37.77773394,-122.4103661,1,7,South of Market,94103
37.77225553,-122.4138811,2,14,South of Market,94103
37.77486271,-122.4022334,1,7,South of Market,94103
37.77458056,-122.4028965,1,7,South of Market,94103
37.77699276,-122.412514,1,7,South of Market,94103
37.78159957,-122.4022755,1,7,South of Market,94107
37.78095845,-122.3889638,1,7,South of Market,94107
37.78555958,-122.3892173,1,7,South of Market,94107
37.77888691,-122.4063812,1,7,South of Market,94103
37.78158442,-122.4000491,1,7,South of Market,94107
37.7745452,-122.396205,1,7,South of Market,94158
37.77190083,-122.3902064,1,7,South of Market,94158
37.77442699,-122.4086931,3,21,South of Market,94103
37.77731342,-122.3987558,1,7,South of Market,94107
37.77969754,-122.4068922,1,7,South of Market,94103
37.78678045,-122.3940108,1,7,South of Market,94105
37.77448961,-122.4200321,1,7,South of Market,94121
37.77304144,-122.4127181,1,7,South of Market,94103
37.78389289,-122.3905286,1,7,South of Market,94107
37.77296901,-122.420903,1,7,South of Market,94103
37.77733473,-122.4107762,1,7,South of Market,94103
37.7794201,-122.4104232,1,7,South of Market,94103
37.78052598,-122.4115757,1,7,South of Market,94103
37.78858944,-122.3911813,1,7,South of Market,94105
37.77485047,-122.390484,1,7,South of Market,94158
37.78425478,-122.3924081,1,7,South of Market,94107
37.78245932,-122.3996654,1,7,South of Market,94107
37.78448368,-122.39698,2,14,South of Market,94107
37.78242705,-122.4091008,1,7,South of Market,94103
37.77083285,-122.3942749,1,7,South of Market,94158
37.77789319,-122.3921502,1,7,South of Market,94107
37.77718549,-122.3937705,1,7,South of Market,94107
37.77913473,-122.4071388,1,7,South of Market,94103
37.77700409,-122.3964387,1,7,South of Market,94107
37.78671931,-122.393296,4,28,South of Market,94105
37.78113035,-122.4081239,1,7,South of Market,94103
37.78708052,-122.3928677,2,14,South of Market,94105
37.78730791,-122.3909172,2,14,South of Market,94105
37.77664319,-122.3984985,1,7,South of Market,94107
37.78098584,-122.4062742,1,7,South of Market,94103
37.78821602,-122.3894777,2,14,South of Market,94105
37.77667495,-122.4091337,1,7,South of Market,94103
37.771972,-122.4115319,1,7,South of Market,94103
37.7718729,-122.4021287,1,7,South of Market,94103
37.7751308,-122.4164635,2,14,South of Market,94103
37.77556655,-122.3930171,2,14,South of Market,94107
37.77893454,-122.4087961,1,7,South of Market,94103
37.77908157,-122.4088611,1,7,South of Market,94103
37.78129564,-122.4051197,2,14,South of Market,94103
37.78675727,-122.3900226,1,7,South of Market,94105
37.78105184,-122.4039839,1,7,South of Market,94103
37.77614897,-122.4078707,1,7,South of Market,94103
37.78668302,-122.3923361,1,7,South of Market,94105
37.77907454,-122.4012836,1,7,South of Market,94107
37.77390369,-122.4120779,3,21,South of Market,94103
37.77502293,-122.4005478,1,7,South of Market,94107
37.77856555,-122.4040136,1,7,South of Market,94107
37.7764111,-122.4145976,1,7,South of Market,94103
37.77514406,-122.4089682,1,7,South of Market,94103
37.77079269,-122.4215184,1,7,South of Market,94103
37.77575705,-122.4098848,1,7,South of Market,94103
37.7861495,-122.3935916,3,21,South of Market,94105
37.78215607,-122.3900347,1,7,South of Market,94107
37.78095285,-122.403351,1,7,South of Market,94107
37.78388668,-122.3915819,1,7,South of Market,94107
37.77629798,-122.4096559,2,14,South of Market,94103
37.77124499,-122.4126443,2,14,South of Market,94103
37.77388986,-122.3999993,2,14,South of Market,94107
37.78373703,-122.3962963,1,7,South of Market,94107
37.77790834,-122.4046771,4,28,South of Market,94107
37.77474871,-122.4082868,1,7,South of Market,94103
37.77527294,-122.4116926,2,14,South of Market,94103
37.78306587,-122.3985699,1,7,South of Market,94107
37.77850945,-122.4107611,1,7,South of Market,94103
37.77315465,-122.3903602,1,7,South of Market,94158
37.78205625,-122.3965488,1,7,South of Market,94107
37.78589384,-122.3900965,1,7,South of Market,94105
37.7729067,-122.3914107,1,7,South of Market,94158
37.77755711,-122.411618,1,7,South of Market,94103
37.73556832,-122.4330159,2,14,Glen Park,94131
37.73796998,-122.4284109,1,7,Glen Park,94131
37.73538114,-122.4307363,2,14,Glen Park,94131
37.7420827,-122.4264123,1,7,Glen Park,94131
37.74182583,-122.4299312,1,7,Glen Park,94131
37.73375771,-122.434703,2,14,Glen Park,94131
37.73507969,-122.4394927,2,14,Glen Park,94131
37.73476551,-122.4319367,1,7,Glen Park,94131
37.74159886,-122.4299231,2,14,Glen Park,94131
37.73746422,-122.4287063,1,7,Glen Park,94131
37.73422738,-122.431293,5,35,Glen Park,94112
37.7385811,-122.4340929,1,7,Glen Park,94131
37.73365785,-122.4334555,1,7,Glen Park,94112
37.73419642,-122.4326484,2,14,Glen Park,94112
37.73441144,-122.4359813,1,7,Glen Park,94131
37.73883604,-122.425608,2,14,Glen Park,94131
37.73984906,-122.4281852,2,14,Glen Park,94131
37.74142659,-122.4259754,6,42,Glen Park,94131
37.74090003,-122.4307061,3,21,Glen Park,94131
37.7361977,-122.429024,2,14,Glen Park,94131
37.73488813,-122.4386129,1,7,Glen Park,94131
37.74132238,-122.4297346,1,7,Glen Park,94131
37.73968314,-122.4260775,1,7,Glen Park,94131
37.74050358,-122.4276068,5,35,Glen Park,94131
37.73625672,-122.4367697,2,14,Glen Park,94131
37.7355557,-122.4332216,1,7,Glen Park,94131
37.74172867,-122.4275205,1,7,Glen Park,94131
37.73773412,-122.4258359,3,21,Glen Park,94131
37.73639594,-122.4377054,3,21,Glen Park,94131
37.7388493,-122.4359413,2,14,Glen Park,94131
37.73533707,-122.4341024,5,35,Glen Park,94131
37.74176879,-122.4299927,1,7,Glen Park,94131
37.74171188,-122.4275107,1,7,Glen Park,94131
37.73628554,-122.4346851,3,21,Glen Park,94131
37.74118376,-122.4302487,2,14,Glen Park,94131
37.73967314,-122.4269439,1,7,Glen Park,94131
37.7389651,-122.4261829,1,7,Glen Park,94131
37.7395245,-122.4294918,2,14,Glen Park,94131
37.73449637,-122.4302079,4,28,Glen Park,94131
37.73427647,-122.4362517,1,7,Glen Park,94131
37.74215307,-122.4257957,4,28,Glen Park,94131
37.73836029,-122.4270454,2,14,Glen Park,94131
37.7408477,-122.4305406,1,7,Glen Park,94131
37.73484983,-122.4340654,1,7,Glen Park,94131
37.73878462,-122.4349812,3,21,Glen Park,94131
37.73429744,-122.4306094,2,14,Glen Park,94131
37.73633315,-122.4319889,2,14,Glen Park,94131
37.73427344,-122.4362543,3,21,Glen Park,94131
37.73973018,-122.4321367,4,28,Glen Park,94131
37.7367855,-122.4386358,1,7,Glen Park,94131
37.73903925,-122.4266529,2,14,Glen Park,94131
37.74044378,-122.4285544,4,28,Glen Park,94131
37.73555673,-122.4389483,3,21,Glen Park,94131
37.73490691,-122.4297651,5,35,Glen Park,94112
37.73711644,-122.4274372,1,7,Glen Park,94131
37.73429085,-122.4349105,4,28,Glen Park,94131
37.74158643,-122.4296218,1,7,Glen Park,94131
37.73868155,-122.4294852,3,21,Glen Park,94131
37.73845909,-122.4295145,3,21,Glen Park,94131
37.73822647,-122.4252238,3,21,Glen Park,94131
37.73562792,-122.4376999,1,7,Glen Park,94131
37.73701807,-122.4341848,1,7,Glen Park,94131
37.73796608,-122.4324592,1,7,Glen Park,94131
37.73823943,-122.4358748,2,14,Glen Park,94131
37.73422134,-122.4311872,2,14,Glen Park,94131
37.73728816,-122.4316636,2,14,Glen Park,94131
37.73583779,-122.4356771,3,21,Glen Park,94131
37.73838179,-122.4337516,1,7,Glen Park,94131
37.73443709,-122.43298,1,7,Glen Park,94131
37.74147914,-122.4251045,4,28,Glen Park,94110
37.73892049,-122.4282427,1,7,Glen Park,94131
37.74167676,-122.4306076,3,21,Glen Park,94131
37.73432974,-122.4376585,1,7,Glen Park,94131
37.73738427,-122.4261057,1,7,Glen Park,94131
37.73385724,-122.435263,1,7,Glen Park,94131
37.73768465,-122.4347042,2,14,Glen Park,94131
37.73631883,-122.4369148,1,7,Glen Park,94131
37.73775981,-122.4366438,5,35,Glen Park,94131
37.73880541,-122.4252138,1,7,Glen Park,94131
37.7376339,-122.4293293,2,14,Glen Park,94131
37.74130655,-122.4325716,1,7,Glen Park,94131
37.74083028,-122.4274544,4,28,Glen Park,94131
37.76238543,-122.3968533,2,14,Potrero Hill,94107
37.76087984,-122.3884846,3,21,Potrero Hill,94107
37.76358247,-122.3976749,1,7,Potrero Hill,94107
37.7559468,-122.3972535,1,7,Potrero Hill,94107
37.76142994,-122.4018816,2,14,Potrero Hill,94107
37.76143282,-122.3979173,4,28,Potrero Hill,94107
37.75663045,-122.3983975,1,7,Potrero Hill,94107
37.75426798,-122.4025177,2,14,Potrero Hill,94107
37.75942688,-122.3999332,4,28,Potrero Hill,94107
37.75663902,-122.4027121,1,7,Potrero Hill,94107
37.75726938,-122.398177,1,7,Potrero Hill,94107
37.76023985,-122.3989867,3,21,Potrero Hill,94107
37.75992352,-122.3949231,2,14,Potrero Hill,94107
37.75513982,-122.4009777,1,7,Potrero Hill,94107
37.75720055,-122.3926007,1,7,Potrero Hill,94107
37.76026274,-122.3914358,2,14,Potrero Hill,94107
37.76377835,-122.4035765,2,14,Potrero Hill,94107
37.764055,-122.3951817,1,7,Potrero Hill,94107
37.76180497,-122.3947568,1,7,Potrero Hill,94107
37.75789564,-122.4030069,4,28,Potrero Hill,94107
37.75577665,-122.3894606,1,7,Potrero Hill,94107
37.75930823,-122.3875242,1,7,Potrero Hill,94107
37.75807816,-122.3997755,1,7,Potrero Hill,94107
37.76159178,-122.3875206,3,21,Potrero Hill,94107
37.76216762,-122.3954305,1,7,Potrero Hill,94107
37.75091278,-122.3962869,1,7,Potrero Hill,94107
37.76175051,-122.3895536,1,7,Potrero Hill,94107
37.76178734,-122.3901492,1,7,Potrero Hill,94107
37.75493651,-122.4012611,1,7,Potrero Hill,94107
37.75744708,-122.3990138,2,14,Potrero Hill,94107
37.75527494,-122.4009047,1,7,Potrero Hill,94107
37.75815332,-122.4026288,3,21,Potrero Hill,94107
37.76344832,-122.3888154,1,7,Potrero Hill,94107
37.75117145,-122.4026657,1,7,Potrero Hill,94107
37.75672788,-122.4027036,3,21,Potrero Hill,94107
37.7619571,-122.3941138,2,14,Potrero Hill,94107
37.7635895,-122.3985747,2,14,Potrero Hill,94107
37.75260361,-122.3975976,1,7,Potrero Hill,94107
37.76325787,-122.4033091,2,14,Potrero Hill,94107
37.75818503,-122.4008166,3,21,Potrero Hill,94107
37.75850985,-122.4032316,1,7,Potrero Hill,94107
37.76057174,-122.3965259,2,14,Potrero Hill,94107
37.76458754,-122.3940645,2,14,Potrero Hill,94107
37.75722738,-122.4018186,4,28,Potrero Hill,94107
37.76243663,-122.3945978,3,21,Potrero Hill,94107
37.75724038,-122.3975467,1,7,Potrero Hill,94107
37.76033782,-122.4052499,1,7,Potrero Hill,94107
37.75955147,-122.4040905,4,28,Potrero Hill,94107
37.76158678,-122.4019315,4,28,Potrero Hill,94107
37.75487794,-122.4023512,1,7,Potrero Hill,94107
37.75993709,-122.3989888,1,7,Potrero Hill,94107
37.75809246,-122.4012226,1,7,Potrero Hill,94107
37.75664382,-122.4012724,2,14,Potrero Hill,94107
37.75092325,-122.4011192,2,14,Potrero Hill,94107
37.7620038,-122.3927837,3,21,Potrero Hill,94107
37.76369893,-122.4031912,4,28,Potrero Hill,94107
37.75342014,-122.3920084,1,7,Potrero Hill,94107
37.76398202,-122.3959747,2,14,Potrero Hill,94107
37.76243973,-122.4037506,1,7,Potrero Hill,94107
37.75082161,-122.4008773,3,21,Potrero Hill,94107
37.75914688,-122.3954857,3,21,Potrero Hill,94107
37.75953865,-122.4054003,1,7,Potrero Hill,94107
37.75843457,-122.4011213,2,14,Potrero Hill,94107
37.76266751,-122.3947399,2,14,Potrero Hill,94107
37.75525646,-122.3982669,1,7,Potrero Hill,94107
37.76460214,-122.4041456,1,7,Potrero Hill,94107
37.7626039,-122.3949968,2,14,Potrero Hill,94107
37.7613506,-122.3947413,1,7,Potrero Hill,94107
37.75260134,-122.3998736,2,14,Potrero Hill,94107
37.76054896,-122.4040216,2,14,Potrero Hill,94107
37.76035651,-122.3959862,1,7,Potrero Hill,94107
37.7652672,-122.4027338,2,14,Potrero Hill,94107
37.75144619,-122.390065,1,7,Potrero Hill,94107
37.75371108,-122.3987582,2,14,Potrero Hill,94107
37.75933372,-122.4036716,1,7,Potrero Hill,94107
37.76248797,-122.4011454,3,21,Potrero Hill,94107
37.76225834,-122.3901967,2,14,Potrero Hill,94107
37.75715753,-122.3991811,2,14,Potrero Hill,94107
37.75706537,-122.4029676,4,28,Potrero Hill,94107
37.75413519,-122.4014826,3,21,Potrero Hill,94107
37.76457868,-122.3933537,1,7,Potrero Hill,94107
37.75717189,-122.4018795,1,7,Potrero Hill,94107
37.76359444,-122.3879746,3,21,Potrero Hill,94107
37.75905467,-122.398167,5,35,Potrero Hill,94107
37.76232473,-122.3891589,2,14,Potrero Hill,94107
37.76009877,-122.394132,1,7,Potrero Hill,94107
37.75504534,-122.4008316,4,28,Potrero Hill,94107
37.75593207,-122.4023492,1,7,Potrero Hill,94107
37.76409726,-122.3877482,2,14,Potrero Hill,94107
37.75941494,-122.4018082,2,14,Potrero Hill,94107
37.75605662,-122.398885,2,14,Potrero Hill,94107
37.76297109,-122.3947668,3,21,Potrero Hill,94107
37.75383046,-122.3924535,2,14,Potrero Hill,94107
37.75952761,-122.4027123,1,7,Potrero Hill,94107
37.76110633,-122.3973649,2,14,Potrero Hill,94107
37.76550392,-122.394813,1,7,Potrero Hill,94107
37.75805553,-122.3911791,2,14,Potrero Hill,94107
37.76341906,-122.3943347,3,21,Potrero Hill,94107
37.76050206,-122.393553,1,7,Potrero Hill,94107
37.75903408,-122.3965707,1,7,Potrero Hill,94107
37.75599837,-122.4002235,3,21,Potrero Hill,94107
37.75718222,-122.3945929,1,7,Potrero Hill,94107
37.75196912,-122.4022747,2,14,Potrero Hill,94107
37.763374,-122.3870892,2,14,Potrero Hill,94107
37.75925923,-122.3928591,2,14,Potrero Hill,94107
37.76019658,-122.3960119,3,21,Potrero Hill,94107
37.76643765,-122.3958833,2,14,Potrero Hill,94107
37.7622435,-122.3967375,1,7,Potrero Hill,94107
37.76471004,-122.395134,1,7,Potrero Hill,94107
37.75458129,-122.4015754,3,21,Potrero Hill,94107
37.75930657,-122.4016222,6,42,Potrero Hill,94107
37.7549054,-122.4000241,2,14,Potrero Hill,94107
37.7599279,-122.3923102,1,7,Potrero Hill,94107
37.75555511,-122.4005629,1,7,Potrero Hill,94107
37.76159242,-122.4046124,3,21,Potrero Hill,94107
37.76331305,-122.3952299,1,7,Potrero Hill,94107
37.76216767,-122.397064,1,7,Potrero Hill,94107
37.75658046,-122.4004701,1,7,Potrero Hill,94107
37.75956554,-122.3947065,1,7,Potrero Hill,94107
37.7496011,-122.400921,2,14,Potrero Hill,94107
37.75942516,-122.4039762,1,7,Potrero Hill,94107
37.75140352,-122.4002244,3,21,Potrero Hill,94107
37.75612324,-122.3996666,2,14,Potrero Hill,94107
37.75828218,-122.3946217,3,21,Potrero Hill,94107
37.76419418,-122.3946437,1,7,Potrero Hill,94107
37.76062192,-122.389021,1,7,Potrero Hill,94107
37.76267602,-122.3900337,1,7,Potrero Hill,94107
37.75858575,-122.3917679,1,7,Potrero Hill,94107
37.76225759,-122.3935217,5,35,Potrero Hill,94107
37.75691254,-122.3972923,3,21,Potrero Hill,94107
37.75233733,-122.3975385,1,7,Potrero Hill,94107
37.75636644,-122.4022954,2,14,Potrero Hill,94107
37.7591466,-122.3927268,1,7,Potrero Hill,94107
37.76487422,-122.3976267,1,7,Potrero Hill,94107
37.76209502,-122.39544,1,7,Potrero Hill,94107
37.76132396,-122.4042142,4,28,Potrero Hill,94107
37.76258885,-122.4054306,1,7,Potrero Hill,94107
37.76220352,-122.3886172,2,14,Potrero Hill,94107
37.75977061,-122.4009582,1,7,Potrero Hill,94107
37.75855533,-122.3891352,3,21,Potrero Hill,94107
37.75971288,-122.3883334,1,7,Potrero Hill,94107
37.76609722,-122.3974792,1,7,Potrero Hill,94107
37.76238325,-122.4036864,1,7,Potrero Hill,94107
37.75804926,-122.4011697,1,7,Potrero Hill,94107
37.75926254,-122.4044216,2,14,Potrero Hill,94107
37.7568934,-122.3960361,2,14,Potrero Hill,94107
37.75637088,-122.4004607,1,7,Potrero Hill,94107
37.75902528,-122.3908855,1,7,Potrero Hill,94107
37.75447178,-122.3881318,2,14,Potrero Hill,94107
37.75826358,-122.3919632,1,7,Potrero Hill,94107
37.76053873,-122.4039577,1,7,Potrero Hill,94107
37.76198725,-122.4033045,4,28,Potrero Hill,94107
37.75849393,-122.4013485,1,7,Potrero Hill,94107
37.75948454,-122.3965462,1,7,Potrero Hill,94107
37.76502245,-122.4021627,2,14,Potrero Hill,94107
37.75832177,-122.3948897,1,7,Potrero Hill,94107
37.75726138,-122.3937119,1,7,Potrero Hill,94107
37.7622571,-122.3963785,1,7,Potrero Hill,94107
37.76158761,-122.4026227,4,28,Potrero Hill,94107
37.75249649,-122.3997799,3,21,Potrero Hill,94107
37.75983431,-122.3965963,1,7,Potrero Hill,94107
37.75149047,-122.3989173,2,14,Potrero Hill,94107
37.75840024,-122.3924571,1,7,Potrero Hill,94107
37.7616085,-122.3940674,1,7,Potrero Hill,94107
37.75538942,-122.3972996,1,7,Potrero Hill,94107
37.75766314,-122.4008295,1,7,Potrero Hill,94107
37.76013959,-122.3910041,2,14,Potrero Hill,94107
37.75515744,-122.3886671,2,14,Potrero Hill,94107
37.76247714,-122.3872144,1,7,Potrero Hill,94107
37.76058371,-122.3878696,1,7,Potrero Hill,94107
37.76199539,-122.3939147,1,7,Potrero Hill,94107
37.75888607,-122.395388,4,28,Potrero Hill,94107
37.75644595,-122.3991023,1,7,Potrero Hill,94107
37.76155637,-122.4028069,3,21,Potrero Hill,94107
37.7547362,-122.398608,1,7,Potrero Hill,94107
37.75130159,-122.401516,2,14,Potrero Hill,94107
37.76267741,-122.3950229,1,7,Potrero Hill,94107
37.7522367,-122.4007571,3,21,Potrero Hill,94107
37.75699771,-122.3998474,1,7,Potrero Hill,94107
37.75958369,-122.4008684,3,21,Potrero Hill,94107
37.75985947,-122.3918161,1,7,Potrero Hill,94107
37.763856,-122.3960937,1,7,Potrero Hill,94107
37.75186207,-122.4008071,1,7,Potrero Hill,94107
37.75842021,-122.3988363,3,21,Potrero Hill,94107
37.75959698,-122.3962401,2,14,Potrero Hill,94107
37.75539896,-122.3993891,3,21,Potrero Hill,94107
37.75764361,-122.399961,1,7,Potrero Hill,94107
37.75581835,-122.4016217,1,7,Potrero Hill,94107
37.75491347,-122.4029104,1,7,Potrero Hill,94107
37.75465929,-122.3907666,1,7,Potrero Hill,94107
37.75826535,-122.3939929,1,7,Potrero Hill,94107
37.76239538,-122.4050208,1,7,Potrero Hill,94107
37.76207355,-122.4045597,2,14,Potrero Hill,94107
37.75802381,-122.3975611,1,7,Potrero Hill,94107
37.75511535,-122.4004124,1,7,Potrero Hill,94107
37.75819768,-122.4023991,3,21,Potrero Hill,94107
37.76492078,-122.3972241,1,7,Potrero Hill,94107
37.76028277,-122.3936458,2,14,Potrero Hill,94107
37.75389791,-122.3996037,3,21,Potrero Hill,94107
