beds,price,number_of_reviews
1,175.00,61
1,300.00,0
1,109.00,34
1,800.00,0
1,150.00,2
3,68.00,1
2,170.00,3
3,190.00,1
1,245.00,1
1,188.00,58
1,108.00,0
1,149.00,11
2,425.00,23
1,175.00,2
2,129.00,2
2,250.00,1
1,80.00,12
2,1300.00,0
3,650.00,0
1,239.00,6
1,129.00,9
1,72.00,3
2,1000.00,2
1,189.00,37
3,400.00,0
4,490.00,7
2,140.00,22
1,900.00,0
1,90.00,0
3,320.00,13
2,250.00,27
1,101.00,9
1,195.00,0
1,85.00,47
1,225.00,0
1,89.00,79
4,150.00,1
1,225.00,4
2,462.00,54
3,870.00,1
3,289.00,1
1,191.00,69
1,350.00,23
3,291.00,2
2,395.00,35
1,165.00,33
4,500.00,13
1,55.00,156
1,115.00,2
1,200.00,0
2,99.00,101
2,150.00,0
1,100.00,2
1,215.00,7
1,400.00,0
1,267.00,21
2,189.00,1
4,800.00,0
2,500.00,0
1,180.00,112
1,150.00,23
1,109.00,38
2,200.00,4
1,185.00,9
1,400.00,0
1,63.00,115
1,500.00,1
2,299.00,0
1,100.00,1
2,500.00,7
3,200.00,1
2,300.00,7
1,250.00,1
3,400.00,72
1,250.00,1
1,195.00,20
2,201.00,11
3,498.00,5
1,115.00,0
5,857.00,0
2,358.00,30
1,90.00,0
3,250.00,0
2,79.00,1
1,145.00,133
1,115.00,28
1,230.00,5
2,1500.00,0
3,235.00,33
2,699.00,0
1,63.00,90
2,540.00,11
1,129.00,12
2,350.00,0
1,225.00,1
1,400.00,0
1,150.00,0
2,200.00,1
5,975.00,9
2,85.00,3
1,140.00,34
2,240.00,75
3,999.00,4
1,135.00,28
1,129.00,1
3,3350.00,0
1,109.00,3
1,165.00,52
1,165.00,8
1,195.00,24
1,149.00,31
2,800.00,0
2,190.00,79
3,395.00,10
1,80.00,7
1,200.00,0
1,225.00,1
1,150.00,3
2,395.00,63
2,210.00,35
1,140.00,4
1,121.00,4
1,129.00,163
1,120.00,1
2,700.00,0
1,135.00,5
1,150.00,0
7,1200.00,11
2,455.00,1
2,180.00,4
2,129.00,53
1,210.00,137
1,100.00,27
1,200.00,43
2,200.00,18
1,111.00,0
1,210.00,3
2,243.00,4
1,215.00,13
1,120.00,1
2,300.00,5
1,145.00,1
2,200.00,0
1,110.00,2
2,175.00,1
1,300.00,0
3,895.00,0
2,285.00,3
3,625.00,1
2,219.00,5
3,600.00,2
5,700.00,26
1,120.00,162
1,119.00,131
1,500.00,0
1,75.00,2
1,77.00,91
1,325.00,2
1,150.00,2
1,138.00,65
1,100.00,1
1,180.00,199
6,1040.00,2
1,119.00,168
3,3500.00,0
1,100.00,2
2,115.00,1
1,365.00,24
1,169.00,1
1,125.00,6
1,80.00,1
1,129.00,111
1,325.00,46
1,157.00,2
5,7000.00,0
2,490.00,0
1,129.00,91
3,850.00,0
3,300.00,3
1,150.00,2
1,109.00,87
1,109.00,82
1,38.00,0
1,155.00,14
2,900.00,0
1,95.00,0
1,700.00,0
1,72.00,1
1,10000.00,0
1,200.00,0
1,150.00,0
1,988.00,0
1,10000.00,0
1,0.00,1
2,650.00,0
2,375.00,0
1,100.00,0
1,180.00,5
1,150.00,1
1,244.00,4
1,350.00,0
1,153.00,23
1,100.00,216
1,90.00,47
1,127.00,22
1,98.00,16
1,200.00,1
1,250.00,3
3,300.00,33
1,99.00,153
2,600.00,0
1,220.00,7
2,500.00,18
1,175.00,3
1,400.00,9
1,120.00,0
1,74.00,2
1,130.00,35
1,80.00,0
1,150.00,11
1,750.00,0
1,99.00,5
3,299.00,11
2,300.00,0
1,85.00,50
1,179.00,6
1,95.00,0
1,200.00,7
1,150.00,0
1,229.00,11
1,160.00,29
2,85.00,0
1,178.00,2
1,450.00,10
1,60.00,0
2,575.00,0
1,900.00,107
1,85.00,46
1,69.00,8
1,74.00,2
1,9809.00,0
1,120.00,0
2,800.00,0
1,315.00,8
1,140.00,11
1,99.00,15
3,175.00,4
2,325.00,0
2,595.00,58
1,155.00,14
1,75.00,1
1,90.00,0
2,250.00,26
1,125.00,11
1,99.00,3
1,120.00,2
1,300.00,27
1,300.00,7
1,110.00,6
1,175.00,0
2,265.00,7
3,399.00,10
1,65.00,68
1,72.00,2
4,350.00,1
2,295.00,17
2,249.00,1
1,199.00,1
3,399.00,39
1,145.00,51
3,325.00,5
6,425.00,6
3,399.00,6
1,150.00,0
1,67.00,0
1,110.00,7
1,255.00,3
2,300.00,0
1,85.00,86
1,99.00,1
1,200.00,1
4,688.00,23
1,194.00,0
1,163.00,33
3,388.00,51
1,295.00,74
2,179.00,2
1,99.00,3
1,130.00,2
4,459.00,16
3,130.00,27
1,280.00,4
1,150.00,1
2,358.00,132
1,80.00,2
1,175.00,99
1,160.00,0
1,140.00,17
2,270.00,0
4,37.00,6
1,180.00,176
1,150.00,0
2,230.00,9
3,575.00,0
1,85.00,16
10,425.00,2
1,120.00,2
1,70.00,0
1,128.00,28
1,101.00,8
1,74.00,2
2,150.00,4
2,161.00,2
1,985.00,0
1,225.00,5
3,299.00,4
1,175.00,0
1,100.00,0
1,200.00,0
1,170.00,15
1,180.00,0
1,90.00,225
1,115.00,0
1,80.00,252
1,295.00,9
2,175.00,73
1,205.00,11
1,91.00,1
2,165.00,4
1,200.00,0
1,80.00,14
1,550.00,6
1,87.00,0
1,119.00,0
3,1250.00,0
1,500.00,0
2,440.00,11
1,250.00,3
1,252.00,10
1,125.00,3
1,190.00,42
1,99.00,7
1,159.00,10
4,315.00,33
1,68.00,0
3,170.00,77
1,140.00,51
1,65.00,0
2,150.00,2
1,159.00,2
1,200.00,4
1,185.00,27
2,333.00,114
1,120.00,6
1,269.00,92
1,295.00,0
,9999.00,0
1,650.00,3
2,100.00,2
1,193.00,3
1,200.00,0
1,133.00,31
1,225.00,0
1,118.00,5
2,124.00,1
3,299.00,4
2,99.00,72
1,150.00,0
1,350.00,18
1,85.00,1
1,110.00,0
1,250.00,0
1,78.00,1
2,140.00,40
1,120.00,2
1,200.00,1
2,450.00,32
1,100.00,0
1,80.00,0
1,200.00,3
2,133.00,0
1,155.00,7
1,150.00,6
1,450.00,0
2,450.00,48
1,200.00,0
1,89.00,30
1,89.00,82
1,150.00,0
2,260.00,73
1,89.00,0
1,150.00,1
3,90.00,1
1,149.00,9
1,1450.00,0
1,90.00,10
1,109.00,28
4,550.00,0
1,40.00,2
2,120.00,84
2,400.00,0
2,10000.00,2
1,250.00,0
1,170.00,18
1,119.00,36
1,200.00,150
1,150.00,2
1,100.00,0
1,150.00,0
2,200.00,2
3,289.00,7
1,1000.00,0
6,425.00,0
2,230.00,16
2,215.00,0
1,100.00,9
1,150.00,0
2,320.00,4
2,250.00,9
1,85.00,0
2,78.00,0
1,175.00,0
1,255.00,3
2,1300.00,0
2,179.00,0
1,60.00,0
1,128.00,108
1,2149.00,41
2,450.00,9
1,74.00,0
1,85.00,63
1,150.00,22
1,185.00,23
1,130.00,0
4,299.00,13
1,200.00,0
1,45.00,8
1,160.00,0
1,85.00,0
1,999.00,0
1,120.00,2
1,159.00,98
2,119.00,4
2,199.00,9
3,499.00,49
1,140.00,127
1,325.00,0
1,195.00,0
1,85.00,0
3,250.00,0
2,250.00,7
1,2000.00,0
1,85.00,12
1,149.00,0
5,345.00,1
1,80.00,1
1,275.00,0
1,199.00,16
1,170.00,10
2,300.00,46
2,459.00,20
1,85.00,16
1,95.00,4
1,200.00,12
1,600.00,0
3,1500.00,0
2,339.00,1
1,105.00,41
1,59.00,3
2,195.00,2
1,300.00,0
1,89.00,7
1,220.00,2
2,200.00,4
1,88.00,59
1,260.00,17
1,80.00,0
1,50.00,8
1,45.00,22
1,115.00,5
1,245.00,4
1,160.00,0
2,275.00,41
1,450.00,0
1,125.00,2
2,500.00,31
1,169.00,22
2,40.00,9
2,388.00,0
1,100.00,1
2,189.00,2
1,195.00,8
1,175.00,29
1,475.00,0
3,220.00,1
1,100.00,1
5,319.00,8
2,324.00,8
1,189.00,83
1,115.00,21
1,75.00,8
1,155.00,23
2,225.00,6
1,50.00,2
1,135.00,22
5,700.00,1
1,50.00,0
2,220.00,0
1,199.00,7
1,225.00,1
1,225.00,96
3,529.00,0
2,189.00,19
1,99.00,83
1,155.00,81
3,984.00,11
1,88.00,0
1,220.00,4
1,225.00,9
2,250.00,0
1,100.00,5
3,299.00,13
2,81.00,0
1,95.00,0
1,695.00,1
1,125.00,3
1,130.00,0
2,325.00,49
1,109.00,0
1,50.00,1
1,130.00,33
1,200.00,0
1,85.00,1
1,100.00,21
1,150.00,1
2,300.00,0
2,1299.00,0
1,200.00,8
1,100.00,1
1,795.00,1
1,10.00,0
2,225.00,17
1,115.00,37
1,145.00,0
2,288.00,0
3,10000.00,0
1,122.00,108
1,289.00,4
1,139.00,2
1,260.00,59
1,120.00,7
1,95.00,235
2,275.00,2
1,90.00,2
1,169.00,6
4,400.00,0
1,45.00,29
1,200.00,22
1,89.00,3
1,97.00,0
1,295.00,2
1,140.00,0
1,120.00,5
1,130.00,8
1,201.00,10
3,399.00,13
2,500.00,48
1,60.00,6
1,140.00,1
1,199.00,29
1,180.00,26
1,200.00,2
1,195.00,4
1,100.00,1
1,80.00,0
1,199.00,0
2,375.00,1
1,85.00,6
1,250.00,2
1,170.00,179
1,95.00,1
4,60.00,0
2,800.00,4
3,350.00,3
1,60.00,23
1,90.00,0
2,220.00,3
1,150.00,4
1,200.00,0
1,120.00,51
1,975.00,85
3,220.00,101
2,600.00,17
1,150.00,2
1,135.00,6
1,69.00,1
1,150.00,0
3,500.00,2
2,350.00,1
1,40.00,7
1,195.00,2
1,120.00,4
1,60.00,1
2,499.00,8
1,200.00,2
2,199.00,29
1,40.00,3
1,250.00,0
1,150.00,0
1,150.00,0
1,200.00,6
1,199.00,0
2,245.00,16
1,389.00,0
2,104.00,37
1,60.00,0
1,120.00,3
1,2000.00,0
1,750.00,0
1,350.00,0
1,250.00,1
2,210.00,15
1,80.00,0
1,200.00,3
2,350.00,1
1,100.00,0
1,160.00,71
2,85.00,1
1,75.00,74
1,129.00,6
1,120.00,15
1,152.00,43
2,299.00,6
1,100.00,0
1,215.00,17
1,135.00,1
1,235.00,2
1,185.00,4
1,215.00,0
2,1200.00,0
1,65.00,1
2,200.00,0
2,265.00,29
2,90.00,90
1,80.00,0
2,250.00,5
1,149.00,17
2,365.00,25
1,100.00,2
3,169.00,50
3,600.00,2
1,59.00,1
1,150.00,36
1,128.00,1
1,700.00,35
1,150.00,1
1,90.00,3
1,89.00,12
1,150.00,0
2,65.00,129
1,150.00,1
3,311.00,103
1,75.00,112
1,50.00,0
1,60.00,1
1,100.00,0
1,150.00,1
1,95.00,1
1,185.00,16
2,399.00,58
1,200.00,3
2,375.00,33
2,299.00,125
2,300.00,2
1,55.00,0
1,100.00,0
1,200.00,0
1,180.00,4
1,250.00,3
2,340.00,2
3,180.00,7
2,515.00,20
1,249.00,13
1,75.00,87
1,289.00,0
1,165.00,39
1,125.00,0
2,150.00,1
1,300.00,7
2,166.00,0
1,59.00,4
1,120.00,7
1,982.00,2
1,90.00,1
1,1000.00,2
1,65.00,2
1,165.00,4
2,100.00,1
2,300.00,10
1,129.00,4
2,450.00,0
1,250.00,0
1,65.00,2
3,500.00,1
1,140.00,0
1,70.00,1
2,249.00,39
2,250.00,15
3,400.00,1
1,244.00,14
1,148.00,87
1,239.00,11
2,150.00,27
2,189.00,10
1,190.00,0
1,80.00,2
1,175.00,0
2,322.00,142
2,315.00,76
1,9996.00,0
1,125.00,14
1,60.00,0
2,350.00,11
1,100.00,0
1,90.00,0
1,66.00,2
1,55.00,2
1,125.00,5
1,135.00,2
1,300.00,21
1,175.00,0
1,150.00,3
1,210.00,0
3,225.00,21
1,34.00,0
1,65.00,15
1,150.00,5
1,75.00,0
1,125.00,5
1,199.00,6
1,115.00,0
1,100.00,0
1,300.00,0
1,250.00,0
1,109.00,23
1,149.00,12
1,215.00,6
1,119.00,9
2,100.00,1
1,85.00,12
1,229.00,0
1,149.00,0
1,125.00,0
1,50.00,6
1,95.00,60
4,1200.00,0
1,225.00,104
2,2500.00,0
2,499.00,0
1,175.00,0
1,79.00,23
2,195.00,1
1,55.00,0
1,91.00,54
1,200.00,0
2,52.00,13
2,80.00,43
1,160.00,15
1,160.00,8
2,175.00,3
1,99.00,1
1,70.00,3
1,100.00,37
1,200.00,0
1,250.00,18
3,89.00,5
1,64.00,0
1,140.00,4
1,195.00,7
1,200.00,0
1,207.00,4
1,75.00,1
3,390.00,34
1,125.00,49
1,250.00,1
1,1500.00,0
2,116.00,99
2,200.00,0
2,245.00,5
1,300.00,0
4,379.00,41
1,190.00,1
2,350.00,0
1,109.00,1
1,94.00,77
1,115.00,0
1,95.00,15
1,170.00,1
1,189.00,2
1,260.00,7
2,126.00,142
1,150.00,19
2,199.00,9
1,150.00,6
1,120.00,24
2,170.00,93
2,214.00,23
1,270.00,5
2,350.00,0
1,200.00,59
5,325.00,64
1,100.00,2
1,130.00,24
2,495.00,7
1,144.00,20
2,200.00,5
2,148.00,65
6,600.00,2
3,225.00,17
2,98.00,1
1,111.00,53
1,140.00,2
1,175.00,5
5,344.00,10
2,224.00,133
1,99.00,27
1,350.00,0
3,136.00,0
3,350.00,0
2,139.00,75
5,350.00,0
1,99.00,41
1,59.00,2
3,520.00,1
2,250.00,11
1,75.00,187
1,140.00,1
2,250.00,23
4,1495.00,0
1,130.00,32
4,315.00,20
2,178.00,22
1,130.00,2
1,135.00,342
3,300.00,9
2,150.00,53
2,200.00,0
3,300.00,3
4,500.00,0
1,118.00,0
2,240.00,42
4,300.00,6
3,139.00,11
5,495.00,1
1,239.00,1
4,500.00,83
1,86.00,4
3,250.00,6
3,195.00,13
3,250.00,0
1,108.00,31
1,250.00,0
1,100.00,4
2,150.00,50
2,199.00,1
2,170.00,2
3,250.00,6
1,135.00,188
1,100.00,0
4,475.00,5
1,180.00,5
3,500.00,3
1,161.00,3
1,75.00,0
1,65.00,4
2,175.00,3
1,65.00,54
5,250.00,1
1,200.00,191
2,215.00,16
1,67.00,3
4,250.00,1
2,2000.00,0
3,324.00,1
1,140.00,0
1,140.00,5
2,480.00,5
4,300.00,11
1,119.00,65
2,500.00,0
4,300.00,2
1,249.00,5
1,133.00,157
3,525.00,2
2,175.00,16
1,79.00,0
1,300.00,52
2,950.00,0
2,209.00,8
1,250.00,22
1,120.00,1
4,500.00,59
1,100.00,25
1,85.00,0
1,160.00,34
3,169.00,11
1,280.00,40
1,133.00,132
1,165.00,1
1,290.00,1
1,549.00,4
2,140.00,17
1,125.00,0
3,250.00,66
1,119.00,4
1,250.00,1
3,2500.00,2
2,250.00,74
2,290.00,0
1,97.00,2
2,550.00,0
3,495.00,3
1,150.00,0
2,295.00,25
2,150.00,10
4,395.00,10
3,500.00,31
1,89.00,72
1,157.00,62
4,2200.00,0
4,550.00,33
1,160.00,8
1,150.00,1
1,200.00,0
2,190.00,18
2,277.00,13
3,500.00,9
4,575.00,6
1,211.00,10
2,260.00,25
1,210.00,44
3,394.00,3
3,675.00,7
1,125.00,95
2,175.00,48
2,200.00,7
1,125.00,125
1,190.00,130
2,150.00,86
1,145.00,23
2,175.00,31
2,250.00,44
1,274.00,0
2,895.00,0
1,125.00,14
2,225.00,1
1,135.00,219
3,190.00,58
2,400.00,0
2,400.00,0
4,200.00,12
3,250.00,16
1,190.00,161
1,65.00,1
3,2000.00,0
5,2000.00,0
2,2000.00,0
1,195.00,9
4,327.00,12
1,175.00,0
2,224.00,9
2,500.00,10
2,350.00,3
3,400.00,0
2,148.00,34
1,80.00,3
2,389.00,27
1,139.00,46
2,250.00,1
3,375.00,24
1,155.00,60
1,130.00,0
3,210.00,15
1,10000.00,0
2,235.00,6
2,345.00,13
2,120.00,4
3,700.00,1
2,325.00,33
1,85.00,1
1,175.00,4
3,370.00,0
6,450.00,0
2,148.00,8
1,250.00,10
1,90.00,0
3,195.00,24
1,199.00,0
1,85.00,53
1,210.00,67
1,225.00,76
2,140.00,17
1,118.00,185
3,429.00,5
2,300.00,24
3,375.00,3
1,260.00,19
1,1400.00,0
1,125.00,7
1,150.00,0
5,570.00,17
3,459.00,10
1,130.00,1
2,210.00,10
1,111.00,17
1,200.00,488
1,125.00,240
4,780.00,16
1,150.00,333
2,199.00,0
1,190.00,0
3,450.00,34
1,190.00,109
1,219.00,8
1,159.00,20
1,79.00,1
2,280.00,24
2,500.00,3
1,99.00,155
1,125.00,8
2,135.00,1
1,235.00,9
1,110.00,12
4,400.00,0
1,95.00,258
1,125.00,24
2,150.00,1
1,200.00,4
1,80.00,86
1,120.00,1
4,500.00,1
3,1500.00,0
1,100.00,95
2,80.00,0
1,95.00,4
1,132.00,0
1,146.00,99
1,130.00,13
2,150.00,1
2,800.00,13
1,80.00,3
1,70.00,0
1,75.00,147
4,295.00,14
1,146.00,199
3,250.00,8
1,89.00,0
2,229.00,15
1,199.00,17
3,200.00,0
1,68.00,1
3,375.00,1
1,175.00,5
1,165.00,7
1,73.00,0
3,350.00,3
2,65.00,0
3,500.00,2
1,150.00,2
1,124.00,50
1,110.00,46
1,140.00,7
1,200.00,0
1,97.00,72
2,255.00,13
1,125.00,36
1,129.00,112
3,195.00,13
1,205.00,107
2,290.00,26
3,250.00,64
1,140.00,38
1,400.00,1
1,107.00,2
1,60.00,4
1,169.00,267
1,165.00,3
4,1000.00,0
2,135.00,0
3,300.00,4
1,125.00,55
1,200.00,3
1,120.00,117
1,130.00,71
1,139.00,17
1,265.00,21
1,75.00,0
1,250.00,19
1,250.00,0
3,220.00,6
3,319.00,14
1,150.00,50
1,210.00,30
1,88.00,75
2,295.00,0
1,129.00,1
1,185.00,123
1,264.00,1
1,179.00,129
1,170.00,0
2,125.00,12
1,400.00,0
2,375.00,0
4,425.00,4
3,600.00,2
1,199.00,4
2,155.00,0
1,180.00,8
2,235.00,36
1,145.00,9
2,370.00,0
1,93.00,89
1,759.00,2
1,120.00,2
1,179.00,82
1,170.00,1
3,249.00,1
2,170.00,6
1,200.00,41
1,200.00,0
3,300.00,0
1,179.00,94
1,40.00,1
1,104.00,4
2,200.00,0
1,90.00,6
1,900.00,0
4,375.00,4
1,88.00,35
1,89.00,11
1,185.00,12
1,200.00,488
2,199.00,64
1,140.00,1
1,115.00,87
1,88.00,3
2,195.00,15
5,600.00,3
2,140.00,6
7,396.00,15
1,148.00,35
1,500.00,9
1,500.00,7
3,300.00,18
1,300.00,0
3,180.00,2
1,99.00,10
2,159.00,2
2,855.00,0
3,400.00,4
1,128.00,130
3,550.00,5
1,154.00,21
1,75.00,0
1,105.00,0
1,200.00,308
1,200.00,438
1,500.00,0
3,270.00,175
1,175.00,5
1,150.00,36
1,150.00,14
1,90.00,4
2,119.00,96
2,200.00,4
2,180.00,4
4,480.00,4
1,105.00,3
1,135.00,212
1,150.00,0
1,160.00,0
1,195.00,72
3,279.00,0
1,150.00,165
1,79.00,322
1,150.00,17
1,145.00,24
2,149.00,69
4,525.00,31
2,375.00,1
3,198.00,59
1,150.00,0
3,290.00,3
3,165.00,19
1,100.00,1
1,115.00,25
1,135.00,75
2,200.00,2
2,180.00,122
1,145.00,1
1,124.00,41
1,65.00,1
1,136.00,49
2,175.00,20
1,88.00,1
3,250.00,0
3,225.00,10
1,238.00,140
2,240.00,2
2,100.00,18
1,130.00,91
1,130.00,130
1,118.00,31
1,100.00,22
1,200.00,4
1,180.00,3
1,85.00,14
1,150.00,22
3,550.00,1
2,275.00,39
1,135.00,46
1,89.00,117
2,149.00,101
1,75.00,227
4,650.00,3
1,250.00,1
4,199.00,2
1,140.00,0
1,565.00,0
1,99.00,8
2,299.00,45
3,550.00,27
1,250.00,3
1,125.00,72
2,300.00,42
1,71.00,5
1,110.00,20
3,850.00,40
4,1500.00,0
1,250.00,12
2,170.00,2
2,225.00,0
1,95.00,106
1,215.00,0
1,225.00,1
1,89.00,132
1,160.00,15
1,125.00,0
1,109.00,18
1,95.00,46
1,160.00,8
1,80.00,2
2,195.00,6
1,89.00,10
1,149.00,66
3,200.00,1
1,99.00,20
1,145.00,39
1,120.00,6
1,125.00,289
1,220.00,0
1,350.00,0
1,250.00,14
2,495.00,0
1,210.00,3
2,109.00,2
2,199.00,19
2,165.00,10
2,405.00,7
1,265.00,7
2,240.00,199
1,169.00,0
1,120.00,11
2,150.00,1
1,73.00,2
2,325.00,18
3,250.00,2
1,170.00,1
2,220.00,11
2,259.00,9
1,156.00,191
1,250.00,57
1,185.00,17
2,300.00,0
1,70.00,56
1,500.00,2
1,89.00,3
1,65.00,56
1,99.00,191
2,348.00,114
3,750.00,1
1,200.00,0
1,260.00,225
1,95.00,46
1,80.00,3
1,199.00,115
1,169.00,156
1,135.00,15
2,285.00,5
3,400.00,20
2,210.00,27
7,1000.00,0
2,120.00,0
2,300.00,0
1,175.00,5
3,300.00,0
1,150.00,5
2,300.00,65
1,120.00,6
2,329.00,23
4,600.00,0
1,160.00,43
4,350.00,56
2,300.00,28
1,115.00,231
2,200.00,70
2,329.00,3
4,300.00,42
1,134.00,107
1,195.00,100
2,395.00,12
2,350.00,39
1,140.00,7
2,400.00,30
1,125.00,117
2,375.00,11
4,295.00,0
1,225.00,1
1,175.00,23
3,450.00,26
2,145.00,9
1,100.00,14
2,425.00,0
1,100.00,1
3,450.00,4
1,250.00,32
1,204.00,8
2,500.00,1
2,249.00,67
3,300.00,9
2,320.00,0
1,90.00,136
1,95.00,20
1,180.00,5
1,170.00,173
2,350.00,3
1,150.00,2
1,179.00,70
2,199.00,1
1,450.00,5
1,475.00,0
3,400.00,3
7,850.00,15
2,220.00,0
3,449.00,22
1,155.00,0
3,550.00,0
1,145.00,152
2,500.00,47
1,155.00,114
2,280.00,34
1,115.00,0
1,103.00,280
1,210.00,5
1,114.00,1
1,150.00,2
1,110.00,14
3,290.00,4
2,250.00,0
1,400.00,0
3,350.00,0
1,78.00,14
1,180.00,49
2,250.00,3
1,275.00,35
1,165.00,3
2,175.00,127
1,90.00,35
2,180.00,98
2,229.00,99
1,85.00,82
1,129.00,403
1,135.00,12
2,500.00,0
2,500.00,0
1,115.00,27
1,199.00,9
1,169.00,117
4,500.00,5
2,425.00,22
1,100.00,47
1,160.00,13
1,108.00,0
5,499.00,3
1,106.00,98
2,355.00,25
2,299.00,12
3,450.00,2
1,120.00,89
1,125.00,7
1,700.00,5
1,72.00,6
1,79.00,17
1,275.00,1
3,374.00,0
1,115.00,1
1,125.00,79
1,128.00,121
1,103.00,7
4,200.00,1
3,379.00,19
2,175.00,95
3,300.00,0
1,189.00,117
1,600.00,0
4,499.00,6
3,200.00,2
1,250.00,1
3,450.00,10
2,195.00,13
4,600.00,25
1,195.00,6
1,999.00,0
1,125.00,16
1,150.00,0
1,79.00,2
1,125.00,18
1,169.00,16
2,200.00,86
2,279.00,80
1,120.00,16
1,137.00,5
3,950.00,33
2,415.00,6
2,118.00,4
1,99.00,119
2,350.00,11
2,195.00,122
2,460.00,4
1,110.00,10
2,189.00,6
4,210.00,7
1,75.00,7
1,79.00,37
1,205.00,145
1,295.00,37
1,125.00,101
1,295.00,2
3,1000.00,4
4,575.00,19
2,199.00,27
1,345.00,3
1,159.00,33
2,400.00,2
2,110.00,10
2,195.00,16
3,400.00,0
2,299.00,10
2,195.00,115
3,275.00,10
4,1000.00,6
1,155.00,90
1,225.00,131
2,130.00,1
2,225.00,0
2,165.00,159
1,125.00,74
1,93.00,9
1,99.00,178
2,170.00,7
1,83.00,0
2,425.00,33
2,450.00,6
1,450.00,0
1,100.00,10
3,449.00,8
1,115.00,131
2,300.00,0
2,150.00,53
1,120.00,12
1,91.00,0
2,172.00,0
1,99.00,4
1,200.00,0
1,189.00,16
1,189.00,79
1,200.00,39
1,110.00,41
1,189.00,179
1,198.00,20
1,125.00,2
1,120.00,113
1,135.00,36
3,600.00,0
1,250.00,0
1,119.00,113
5,469.00,96
1,55.00,60
3,215.00,32
4,750.00,1
,350.00,0
2,150.00,0
3,400.00,0
2,215.00,1
1,140.00,2
7,1150.00,3
1,95.00,9
1,120.00,29
1,125.00,15
1,89.00,4
1,250.00,0
2,285.00,2
6,850.00,1
3,333.00,28
2,399.00,16
1,155.00,259
1,130.00,72
2,250.00,20
1,99.00,179
6,700.00,2
1,94.00,11
3,270.00,26
1,148.00,9
1,220.00,3
1,130.00,137
1,145.00,33
1,150.00,11
1,95.00,9
1,1000.00,0
3,425.00,73
2,275.00,4
1,200.00,29
1,90.00,8
1,400.00,0
3,395.00,44
2,300.00,1
1,179.00,10
2,100.00,102
1,139.00,0
1,100.00,1
1,195.00,16
4,525.00,3
2,135.00,24
2,600.00,0
1,160.00,0
2,349.00,10
6,700.00,4
1,194.00,99
2,200.00,11
1,95.00,11
1,110.00,71
3,246.00,2
2,150.00,11
2,220.00,25
2,430.00,22
1,200.00,3
2,219.00,5
1,150.00,4
3,200.00,0
3,175.00,218
1,180.00,0
1,225.00,0
1,105.00,6
1,70.00,4
1,185.00,1
2,260.00,2
1,179.00,16
2,900.00,0
3,549.00,41
1,110.00,115
1,350.00,0
3,250.00,3
1,150.00,0
1,100.00,0
2,250.00,0
1,200.00,13
2,240.00,79
1,95.00,90
1,125.00,0
1,250.00,2
2,207.00,12
1,75.00,3
2,1000.00,0
1,160.00,154
1,200.00,17
2,192.00,0
1,180.00,63
2,152.00,4
1,150.00,72
1,125.00,57
2,200.00,19
1,150.00,88
3,230.00,10
1,115.00,66
2,199.00,119
1,140.00,6
3,325.00,23
1,69.00,173
2,275.00,68
1,80.00,34
4,525.00,84
2,76.00,1
1,250.00,1
7,700.00,24
4,275.00,13
2,500.00,1
3,350.00,10
1,100.00,87
1,120.00,1
2,900.00,0
2,200.00,2
3,525.00,64
1,149.00,0
1,100.00,7
1,465.00,0
2,85.00,13
1,123.00,24
1,300.00,14
4,375.00,2
1,500.00,4
1,108.00,6
2,380.00,6
1,200.00,4
1,250.00,136
4,195.00,3
1,165.00,48
1,130.00,0
2,395.00,1
1,270.00,0
4,375.00,10
2,105.00,30
1,100.00,2
6,349.00,26
1,250.00,6
1,149.00,127
1,125.00,0
1,160.00,170
1,289.00,3
1,179.00,2
3,700.00,1
2,297.00,0
1,95.00,39
2,269.00,158
1,200.00,4
2,180.00,2
4,171.00,0
2,190.00,4
1,125.00,115
3,380.00,18
4,1200.00,0
1,128.00,21
3,350.00,0
1,89.00,9
1,229.00,11
1,90.00,3
1,150.00,9
1,200.00,0
1,150.00,8
1,175.00,0
2,365.00,0
1,150.00,31
2,349.00,2
2,350.00,139
1,135.00,1
1,85.00,0
2,105.00,2
1,119.00,36
1,150.00,0
2,125.00,81
3,176.00,1
2,314.00,9
1,140.00,0
6,500.00,2
2,235.00,155
1,78.00,102
1,125.00,12
1,135.00,94
1,95.00,8
2,125.00,90
1,75.00,3
1,121.00,62
2,149.00,5
1,115.00,87
3,275.00,17
2,800.00,0
2,225.00,1
2,99.00,4
3,250.00,9
2,333.00,153
1,220.00,10
2,350.00,0
1,125.00,2
2,115.00,3
4,200.00,2
2,149.00,6
1,175.00,59
1,150.00,31
1,139.00,28
1,80.00,10
2,115.00,0
1,100.00,0
2,200.00,7
2,225.00,167
2,149.00,69
2,320.00,0
1,90.00,1
1,140.00,74
1,215.00,4
1,74.00,33
1,85.00,66
1,150.00,5
1,90.00,30
1,129.00,95
1,150.00,0
2,275.00,17
1,40.00,0
1,115.00,29
2,450.00,0
2,250.00,2
1,160.00,3
1,148.00,38
1,98.00,34
4,385.00,0
1,56.00,0
1,85.00,83
1,72.00,1
1,140.00,8
1,275.00,14
1,100.00,0
1,95.00,2
2,90.00,3
5,595.00,14
1,217.00,4
2,375.00,0
1,105.00,4
3,475.00,16
2,299.00,42
1,349.00,0
2,135.00,21
1,100.00,4
2,199.00,17
1,200.00,56
