beds,price,number_of_reviews
2,200.00,4
1,75.00,63
1,92.00,10
1,150.00,0
2,350.00,80
2,120.00,3
2,149.00,1
1,230.00,53
2,750.00,0
1,150.00,1
1,63.00,10
1,100.00,1
1,99.00,7
2,237.00,6
1,90.00,1
1,70.00,0
10,2250.00,4
1,85.00,0
2,275.00,3
2,400.00,2
2,179.00,3
1,103.00,28
1,90.00,1
2,225.00,48
1,225.00,107
3,1250.00,2
5,650.00,105
1,300.00,0
2,220.00,6
4,275.00,2
1,169.00,0
2,105.00,42
2,275.00,17
4,1700.00,0
1,120.00,0
1,120.00,1
1,225.00,20
1,150.00,0
3,335.00,47
1,110.00,40
1,99.00,4
1,115.00,125
1,85.00,0
2,200.00,46
1,103.00,36
3,225.00,0
1,180.00,45
1,75.00,0
1,95.00,40
3,800.00,12
2,159.00,5
2,80.00,10
1,200.00,4
1,200.00,0
1,325.00,0
1,113.00,4
2,219.00,0
1,75.00,69
1,95.00,33
2,250.00,2
6,450.00,18
1,150.00,7
2,500.00,0
1,180.00,12
3,220.00,7
1,1000.00,0
1,159.00,27
2,300.00,17
1,150.00,2
1,99.00,211
1,135.00,12
1,89.00,12
1,200.00,30
1,80.00,3
1,49.00,0
1,70.00,2
3,325.00,5
2,195.00,17
3,225.00,77
1,80.00,2
1,75.00,4
2,220.00,6
1,119.00,0
2,285.00,32
1,113.00,14
3,250.00,2
1,500.00,0
1,190.00,9
1,98.00,10
1,95.00,169
1,294.00,5
1,150.00,0
2,210.00,55
2,100.00,49
1,270.00,16
1,155.00,69
1,80.00,1
1,199.00,28
3,650.00,3
3,85.00,86
2,160.00,140
2,250.00,0
1,250.00,0
3,150.00,2
1,225.00,1
1,139.00,106
1,80.00,49
2,295.00,13
1,150.00,3
1,190.00,2
1,155.00,144
1,145.00,4
1,170.00,265
4,245.00,1
2,400.00,4
1,100.00,4
1,125.00,5
2,190.00,0
2,155.00,20
5,550.00,5
1,600.00,12
1,159.00,15
1,155.00,0
1,125.00,2
1,135.00,2
1,120.00,0
9,1600.00,0
1,130.00,0
2,350.00,0
1,149.00,1
2,175.00,3
2,250.00,24
2,200.00,53
3,199.00,2
3,500.00,0
1,140.00,7
1,325.00,1
2,559.00,0
4,359.00,21
2,500.00,0
1,190.00,5
1,139.00,2
2,200.00,3
2,450.00,0
2,395.00,24
2,300.00,8
1,90.00,225
4,122.00,59
1,145.00,2
3,275.00,133
1,184.00,18
1,3000.00,0
2,300.00,0
2,750.00,2
1,88.00,72
2,120.00,36
1,166.00,18
1,135.00,0
1,140.00,6
1,170.00,85
1,1999.00,0
1,145.00,0
2,160.00,10
3,240.00,43
1,105.00,115
1,227.00,23
1,72.00,7
1,150.00,0
4,750.00,11
1,150.00,7
1,150.00,47
1,180.00,15
1,175.00,2
1,175.00,0
2,248.00,2
1,130.00,188
1,225.00,0
1,225.00,85
2,100.00,98
3,105.00,59
1,179.00,18
1,321.00,0
1,99.00,14
2,265.00,15
1,177.00,137
3,325.00,10
5,756.00,0
1,150.00,0
1,120.00,15
1,95.00,0
1,125.00,2
1,133.00,130
1,100.00,0
2,280.00,39
1,150.00,113
1,500.00,3
1,200.00,1
4,300.00,5
1,106.00,49
1,94.00,87
1,125.00,83
1,72.00,0
1,110.00,5
1,121.00,148
2,800.00,0
1,75.00,8
1,91.00,57
4,239.00,9
1,75.00,17
5,289.00,24
2,200.00,0
2,250.00,21
1,70.00,1
1,45.00,1
3,198.00,60
1,95.00,1
1,150.00,0
1,105.00,99
2,325.00,25
4,193.00,3
1,99.00,6
1,100.00,1
1,160.00,0
1,149.00,94
1,275.00,4
4,400.00,10
2,199.00,16
3,230.00,38
1,149.00,63
1,115.00,0
1,95.00,188
1,95.00,31
1,165.00,64
14,69.00,8
4,275.00,147
1,105.00,15
5,1200.00,4
1,179.00,14
2,350.00,2
1,200.00,14
1,100.00,90
1,225.00,32
5,350.00,4
2,500.00,0
1,175.00,1
1,400.00,0
1,150.00,5
2,630.00,0
2,800.00,4
8,1850.00,3
1,380.00,2
1,400.00,0
2,88.00,1
1,395.00,0
1,120.00,1
2,200.00,5
2,250.00,15
1,250.00,0
1,90.00,109
1,120.00,1
2,175.00,5
1,100.00,1
1,200.00,4
1,150.00,3
2,1200.00,0
1,500.00,0
1,99.00,228
2,495.00,5
1,110.00,9
2,350.00,10
2,94.00,94
5,1500.00,0
1,100.00,6
1,200.00,36
2,650.00,3
2,170.00,190
1,199.00,28
,210.00,16
2,175.00,14
3,1100.00,7
1,148.00,3
2,400.00,0
2,215.00,3
3,200.00,4
3,299.00,6
1,143.00,8
1,125.00,45
1,129.00,20
3,440.00,5
1,94.00,6
2,395.00,5
1,300.00,0
2,300.00,43
1,100.00,3
1,120.00,1
1,199.00,23
1,95.00,0
2,99.00,90
1,199.00,4
1,260.00,0
1,88.00,1
1,69.00,2
2,950.00,0
4,300.00,30
1,185.00,45
1,180.00,3
1,200.00,54
2,450.00,2
2,155.00,65
1,125.00,1
1,150.00,33
1,133.00,2
1,85.00,0
2,120.00,150
2,180.00,43
1,125.00,84
1,60.00,0
1,110.00,113
2,800.00,11
1,150.00,15
1,125.00,7
1,75.00,62
1,50.00,15
1,175.00,0
1,150.00,0
1,750.00,0
1,389.00,0
5,279.00,31
2,125.00,1
1,250.00,0
1,100.00,8
2,170.00,78
2,395.00,0
1,150.00,14
1,196.00,18
1,90.00,66
1,110.00,2
1,250.00,0
4,400.00,1
1,99.00,82
2,175.00,0
4,490.00,0
2,200.00,7
1,150.00,12
3,168.00,240
4,295.00,12
1,195.00,102
1,200.00,0
2,119.00,28
2,250.00,2
1,150.00,7
2,280.00,2
1,80.00,32
1,45.00,0
3,1200.00,0
1,98.00,1
2,154.00,15
1,130.00,0
1,150.00,2
1,140.00,4
4,249.00,21
3,140.00,5
1,95.00,3
1,80.00,2
1,99.00,4
3,389.00,110
5,999.00,0
1,145.00,11
1,115.00,4
3,300.00,79
1,50.00,12
4,359.00,19
1,120.00,35
4,490.00,25
2,800.00,0
1,275.00,6
4,275.00,5
2,275.00,0
1,125.00,290
1,80.00,1
5,500.00,14
1,130.00,6
2,600.00,6
1,5500.00,0
16,999.00,1
2,109.00,108
1,157.00,17
1,80.00,3
1,80.00,0
1,101.00,3
1,60.00,23
1,165.00,16
1,125.00,52
2,149.00,6
1,155.00,3
2,160.00,13
2,188.00,0
1,150.00,18
1,215.00,29
1,315.00,9
1,150.00,18
1,250.00,0
1,250.00,1
2,82.00,0
1,62.00,3
1,116.00,7
1,140.00,2
4,153.00,33
1,80.00,4
1,140.00,59
1,170.00,91
2,190.00,2
1,125.00,96
8,889.00,5
2,200.00,2
1,300.00,0
1,135.00,249
1,175.00,5
2,185.00,5
1,98.00,7
1,85.00,47
3,370.00,6
3,170.00,5
4,300.00,9
1,85.00,4
1,195.00,0
4,195.00,20
2,107.00,42
1,98.00,0
1,115.00,72
1,1850.00,0
1,105.00,3
3,183.00,106
4,395.00,7
1,148.00,2
1,160.00,287
4,895.00,0
5,295.00,10
5,244.00,0
1,400.00,0
1,108.00,17
1,300.00,0
3,800.00,0
1,65.00,13
3,432.00,0
1,100.00,1
1,65.00,17
2,215.00,60
1,350.00,4
1,250.00,131
2,500.00,0
7,450.00,6
1,225.00,2
1,200.00,17
1,165.00,50
2,250.00,26
3,600.00,1
1,66.00,2
4,400.00,94
3,1395.00,1
1,90.00,11
3,480.00,9
5,590.00,0
5,775.00,33
3,285.00,22
2,290.00,0
3,650.00,0
3,400.00,7
1,90.00,2
1,100.00,0
1,65.00,8
1,125.00,0
1,74.00,2
2,500.00,7
3,215.00,4
2,350.00,6
1,195.00,0
3,220.00,22
3,350.00,0
1,150.00,14
1,175.00,193
1,78.00,0
2,157.00,5
1,115.00,0
6,500.00,5
1,125.00,1
1,325.00,1
1,95.00,0
1,120.00,30
2,325.00,0
1,115.00,14
1,225.00,18
2,350.00,14
2,129.00,24
6,390.00,56
1,95.00,4
1,150.00,0
2,169.00,52
1,53.00,251
1,49.00,2
1,84.00,0
2,349.00,23
2,168.00,94
2,225.00,6
3,320.00,3
6,375.00,36
2,250.00,0
1,175.00,3
3,265.00,10
1,175.00,1
1,71.00,2
1,175.00,11
1,100.00,0
1,75.00,0
1,180.00,0
1,106.00,0
1,102.00,234
1,85.00,2
2,599.00,4
2,250.00,4
1,200.00,0
4,300.00,21
1,199.00,34
1,99.00,0
1,225.00,17
1,185.00,89
1,60.00,0
1,295.00,49
2,230.00,0
3,260.00,18
1,160.00,34
1,80.00,79
2,145.00,4
1,135.00,24
1,100.00,63
1,90.00,0
1,100.00,0
1,120.00,40
1,207.00,143
1,90.00,1
2,200.00,7
1,60.00,0
1,85.00,0
1,79.00,0
5,300.00,10
1,185.00,146
1,350.00,6
1,60.00,67
1,120.00,1
4,520.00,0
1,135.00,6
5,600.00,37
1,65.00,10
2,195.00,34
2,206.00,25
3,159.00,125
1,200.00,3
1,198.00,121
1,105.00,2
1,145.00,11
2,225.00,5
1,110.00,0
2,199.00,2
4,223.00,120
2,70.00,7
1,75.00,2
1,145.00,0
1,155.00,1
2,300.00,2
2,380.00,7
1,64.00,6
1,195.00,54
1,140.00,151
2,320.00,0
3,99.00,0
1,108.00,4
2,425.00,7
1,175.00,30
1,80.00,266
1,99.00,120
3,383.00,0
1,150.00,28
4,350.00,6
1,299.00,0
1,155.00,20
2,195.00,27
1,149.00,19
2,155.00,0
2,150.00,1
1,79.00,209
1,125.00,2
2,89.00,5
2,300.00,8
2,199.00,6
1,199.00,0
1,159.00,27
2,300.00,0
2,250.00,0
1,125.00,111
1,69.00,1
1,103.00,2
2,349.00,18
1,105.00,3
3,380.00,37
3,600.00,79
2,89.00,5
1,125.00,1
1,80.00,11
1,124.00,1
1,80.00,29
2,160.00,77
1,99.00,6
1,100.00,0
3,169.00,10
4,300.00,72
1,150.00,0
1,125.00,69
4,425.00,14
2,110.00,7
1,160.00,20
1,100.00,76
3,210.00,4
2,140.00,28
2,200.00,0
1,95.00,1
1,225.00,28
1,129.00,254
1,350.00,8
1,119.00,23
1,80.00,0
2,295.00,34
3,250.00,0
1,100.00,12
4,600.00,4
1,78.00,65
1,120.00,69
1,90.00,397
1,140.00,84
1,240.00,25
1,139.00,76
1,99.00,105
1,77.00,1
6,63.00,2
9,2500.00,0
1,93.00,34
1,58.00,0
1,65.00,8
1,80.00,11
1,119.00,4
1,95.00,0
1,90.00,1
1,200.00,2
1,89.00,164
1,75.00,60
5,450.00,23
1,258.00,1
1,325.00,13
2,279.00,0
4,499.00,1
3,400.00,16
1,260.00,3
1,110.00,2
2,179.00,30
2,128.00,18
3,213.00,114
1,89.00,27
1,80.00,10
1,80.00,1
1,380.00,7
5,400.00,77
1,94.00,1
1,230.00,5
2,350.00,10
1,200.00,10
1,115.00,3
2,250.00,4
4,1450.00,0
1,230.00,19
1,220.00,7
1,210.00,12
4,380.00,24
1,108.00,62
2,159.00,7
2,500.00,13
1,120.00,0
3,400.00,126
1,100.00,0
1,150.00,0
1,65.00,6
1,115.00,1
1,140.00,0
1,99.00,184
1,110.00,0
2,350.00,4
1,90.00,243
2,109.00,48
1,96.00,3
1,109.00,179
2,349.00,29
1,175.00,9
2,175.00,1
1,149.00,2
1,115.00,0
2,330.00,7
1,250.00,15
1,229.00,4
1,143.00,19
1,145.00,34
2,270.00,71
2,235.00,22
2,320.00,86
4,2000.00,0
1,399.00,0
2,177.00,90
1,130.00,247
3,485.00,0
1,150.00,0
1,350.00,12
1,150.00,94
1,125.00,17
1,85.00,1
2,175.00,11
1,200.00,3
1,192.00,87
1,95.00,2
1,93.00,42
1,115.00,0
2,125.00,20
4,399.00,0
1,95.00,2
2,350.00,5
4,1178.00,1
1,70.00,0
1,119.00,43
2,250.00,1
1,70.00,0
2,450.00,0
4,1000.00,0
1,150.00,5
1,212.00,1
2,389.00,2
2,210.00,11
1,100.00,1
2,265.00,73
3,195.00,25
3,500.00,1
2,195.00,64
4,650.00,78
1,107.00,42
5,450.00,8
1,100.00,9
2,245.00,10
3,399.00,4
1,90.00,23
1,145.00,0
1,150.00,15
2,298.00,0
1,128.00,3
2,375.00,2
2,1250.00,0
1,50.00,5
1,150.00,23
1,200.00,24
1,80.00,1
1,150.00,130
1,195.00,30
1,156.00,5
2,200.00,0
4,475.00,1
1,160.00,31
2,190.00,236
1,50.00,58
1,80.00,2
1,175.00,0
1,500.00,0
1,175.00,20
1,125.00,142
1,100.00,1
1,164.00,0
1,200.00,0
1,169.00,2
1,169.00,89
1,99.00,9
2,175.00,0
4,1000.00,1
1,132.00,170
1,150.00,80
1,66.00,2
2,499.00,3
8,649.00,76
1,135.00,16
1,110.00,11
1,90.00,0
2,650.00,0
1,99.00,7
2,108.00,228
3,211.00,94
1,250.00,0
1,79.00,1
4,800.00,0
2,245.00,0
2,111.00,1
2,400.00,8
1,129.00,27
2,225.00,0
1,185.00,8
2,389.00,7
1,100.00,0
2,350.00,10
1,250.00,3
1,115.00,0
2,139.00,1
3,350.00,4
2,190.00,39
2,389.00,10
1,130.00,0
1,85.00,10
1,145.00,0
1,150.00,0
1,105.00,173
1,150.00,96
1,53.00,1
1,85.00,253
1,200.00,85
1,60.00,4
3,465.00,3
2,225.00,8
4,600.00,1
2,450.00,5
4,400.00,8
2,375.00,1
1,185.00,111
5,500.00,21
1,105.00,23
1,80.00,0
3,825.00,28
2,96.00,0
2,275.00,38
3,285.00,110
1,190.00,3
1,125.00,0
2,185.00,162
1,500.00,0
1,60.00,6
1,89.00,30
1,195.00,9
1,195.00,76
3,177.00,106
1,89.00,70
2,160.00,3
1,79.00,131
3,221.00,75
1,100.00,10
3,200.00,11
2,199.00,11
3,160.00,3
2,298.00,13
1,50.00,1
1,85.00,18
1,45.00,3
1,85.00,82
1,121.00,0
1,93.00,66
1,68.00,16
2,700.00,0
1,150.00,25
1,52.00,10
1,97.00,71
1,1150.00,32
3,180.00,1
4,299.00,30
2,129.00,28
1,69.00,214
1,85.00,51
1,95.00,30
1,65.00,57
3,145.00,3
2,137.00,134
4,295.00,31
1,125.00,86
1,250.00,2
1,78.00,2
1,80.00,15
1,109.00,15
2,140.00,242
1,90.00,7
1,60.00,0
1,175.00,1
1,55.00,9
1,85.00,2
1,85.00,0
2,90.00,136
2,129.00,42
1,85.00,10
2,104.00,0
1,69.00,211
2,139.00,0
5,325.00,8
1,50.00,2
1,110.00,1
1,68.00,4
2,270.00,10
1,149.00,2
1,99.00,56
1,68.00,225
2,110.00,36
2,145.00,5
2,152.00,35
2,135.00,107
2,100.00,14
1,60.00,1
1,100.00,0
1,90.00,1
2,300.00,17
1,99.00,92
1,60.00,6
2,200.00,14
1,115.00,25
3,299.00,7
1,69.00,246
3,179.00,2
1,110.00,4
3,140.00,152
1,103.00,8
1,50.00,1
2,105.00,72
2,166.00,17
1,65.00,2
1,175.00,0
1,100.00,8
1,109.00,18
1,70.00,32
3,375.00,7
1,115.00,4
1,90.00,15
1,125.00,2
1,80.00,9
5,200.00,0
1,100.00,0
2,119.00,136
2,250.00,2
1,72.00,30
1,75.00,0
1,120.00,20
1,130.00,1
1,90.00,1
4,300.00,44
1,175.00,0
3,325.00,68
3,500.00,4
1,115.00,58
1,90.00,1
1,120.00,8
4,279.00,31
2,200.00,3
2,1500.00,0
1,130.00,19
2,86.00,12
1,109.00,28
2,165.00,2
1,60.00,20
3,299.00,3
1,129.00,29
2,150.00,21
3,140.00,7
1,250.00,1
4,250.00,2
1,54.00,30
1,100.00,30
1,87.00,25
1,60.00,4
1,85.00,70
3,800.00,0
1,110.00,0
1,65.00,0
1,90.00,85
2,145.00,0
1,75.00,27
1,95.00,53
2,79.00,6
1,70.00,4
1,65.00,21
2,134.00,48
2,225.00,16
1,69.00,233
3,179.00,2
2,160.00,223
1,125.00,67
3,600.00,0
1,53.00,3
1,112.00,45
2,249.00,0
1,1350.00,14
3,175.00,22
1,75.00,4
1,70.00,7
1,95.00,86
1,60.00,5
1,85.00,197
4,198.00,7
1,120.00,3
2,191.00,92
5,329.00,0
1,70.00,0
1,75.00,1
3,399.00,0
2,1000.00,0
4,200.00,3
6,995.00,18
1,130.00,19
5,240.00,6
1,39.00,12
2,350.00,1
2,131.00,7
2,700.00,0
1,75.00,48
1,65.00,0
1,100.00,2
1,89.00,8
1,54.00,0
1,200.00,0
1,400.00,2
1,399.00,0
1,120.00,1
1,369.00,0
2,179.00,45
1,120.00,69
2,125.00,20
1,120.00,1
1,150.00,10
1,85.00,17
1,62.00,2
1,65.00,19
2,76.00,0
1,112.00,32
2,599.00,2
1,110.00,24
1,125.00,4
1,84.00,0
1,70.00,12
1,275.00,0
1,1000.00,0
1,125.00,18
1,99.00,0
1,200.00,1
1,155.00,2
3,182.00,47
2,599.00,11
1,69.00,178
1,90.00,21
1,110.00,50
1,110.00,26
1,130.00,0
1,75.00,44
1,90.00,21
2,350.00,0
1,110.00,26
1,150.00,16
1,534.00,0
1,111.00,26
1,106.00,7
2,185.00,0
2,209.00,6
1,145.00,18
1,60.00,65
3,850.00,1
1,130.00,1
1,110.00,4
1,200.00,0
1,149.00,0
1,209.00,1
2,175.00,3
2,175.00,100
2,185.00,1
1,125.00,0
1,100.00,0
2,175.00,1
1,120.00,0
2,750.00,0
1,129.00,29
1,100.00,1
1,225.00,21
2,180.00,1
1,180.00,0
2,270.00,2
2,180.00,18
2,105.00,44
1,110.00,80
2,179.00,23
2,180.00,1
1,149.00,72
1,128.00,6
1,300.00,0
2,180.00,2
1,110.00,64
2,700.00,1
2,145.00,8
1,70.00,11
1,500.00,0
2,150.00,4
1,160.00,51
2,180.00,1
1,115.00,2
1,39.00,7
1,200.00,5
2,209.00,3
2,125.00,17
2,550.00,0
2,373.00,0
1,250.00,2
2,399.00,3
2,75.00,0
1,189.00,9
2,215.00,10
1,110.00,22
1,110.00,63
2,75.00,0
1,70.00,6
1,125.00,1
1,250.00,5
2,395.00,3
2,195.00,0
2,194.00,26
2,180.00,0
2,180.00,2
2,180.00,2
1,50.00,0
2,110.00,3
1,110.00,35
1,70.00,19
1,200.00,80
2,180.00,1
2,200.00,1
1,193.00,0
1,175.00,3
1,70.00,1
1,250.00,0
1,150.00,6
1,150.00,11
1,79.00,9
2,319.00,0
2,180.00,2
1,165.00,30
2,395.00,2
1,195.00,2
4,145.00,27
1,145.00,8
2,695.00,0
2,270.00,0
1,95.00,0
1,60.00,3
4,590.00,95
2,195.00,0
1,110.00,16
1,300.00,0
1,125.00,14
1,75.00,0
2,900.00,0
1,66.00,65
1,110.00,55
1,70.00,0
1,99.00,1
1,70.00,4
1,125.00,1
2,70.00,2
1,185.00,0
1,100.00,0
1,94.00,0
1,175.00,11
1,70.00,6
1,70.00,0
2,150.00,1
3,300.00,0
1,149.00,4
2,360.00,0
1,93.00,0
1,100.00,3
1,140.00,0
1,150.00,0
1,150.00,0
1,109.00,0
1,45.00,0
1,100.00,0
1,99.00,66
1,59.00,127
1,120.00,1
1,100.00,0
1,88.00,7
2,169.00,46
1,110.00,52
2,239.00,107
2,800.00,0
1,150.00,0
1,120.00,0
1,110.00,37
1,169.00,3
1,100.00,1
1,59.00,215
2,169.00,54
1,110.00,80
2,99.00,3
1,120.00,1
1,199.00,4
1,269.00,91
1,120.00,0
1,100.00,0
1,89.00,88
1,100.00,2
1,95.00,0
1,66.00,0
1,100.00,1
1,95.00,0
1,100.00,0
3,360.00,1
2,75.00,0
1,75.00,0
2,75.00,0
1,130.00,45
1,90.00,40
1,150.00,10
1,140.00,0
2,180.00,162
1,250.00,18
1,80.00,15
1,115.00,5
1,119.00,31
1,175.00,1
1,60.00,0
2,720.00,1
1,105.00,0
1,10.00,0
2,160.00,2
1,79.00,3
1,120.00,3
1,395.00,3
1,110.00,48
1,110.00,43
1,150.00,9
1,160.00,10
1,109.00,1
1,239.00,0
2,180.00,9
2,270.00,57
2,180.00,6
1,125.00,1
1,100.00,0
1,500.00,0
2,270.00,9
2,125.00,0
1,110.00,37
1,800.00,0
2,250.00,6
2,98.00,0
1,120.00,4
2,499.00,1
1,149.00,12
1,125.00,28
1,350.00,0
2,300.00,10
2,249.00,0
2,230.00,38
1,119.00,0
1,100.00,2
2,180.00,7
1,140.00,14
2,180.00,12
1,65.00,13
1,299.00,6
1,100.00,1
2,180.00,20
1,100.00,0
1,219.00,11
2,149.00,21
1,55.00,2
1,110.00,82
1,55.00,66
1,145.00,9
1,89.00,74
2,475.00,0
1,118.00,3
1,300.00,4
1,166.00,66
1,130.00,1
1,75.00,0
2,230.00,72
1,175.00,0
1,100.00,4
2,189.00,30
1,249.00,1
1,95.00,1
1,156.00,14
1,89.00,59
1,96.00,0
1,59.00,0
1,150.00,0
1,89.00,63
2,500.00,0
2,150.00,11
2,175.00,1
1,250.00,13
2,180.00,2
2,300.00,0
1,120.00,12
1,300.00,0
1,59.00,51
2,500.00,0
2,75.00,0
1,250.00,130
2,70.00,1
2,201.00,3
1,145.00,6
1,125.00,16
1,110.00,45
2,180.00,19
2,179.00,44
1,89.00,32
2,399.00,2
1,219.00,12
1,150.00,1
1,219.00,1
1,110.00,52
1,175.00,19
3,525.00,0
1,137.00,42
2,180.00,9
2,198.00,2
1,110.00,46
1,100.00,12
2,70.00,0
2,185.00,62
14,69.00,7
1,89.00,81
3,500.00,0
1,650.00,0
2,270.00,22
2,900.00,0
2,195.00,8
1,100.00,1
2,129.00,148
2,220.00,0
1,279.00,1
1,279.00,0
2,219.00,10
2,190.00,8
1,125.00,0
1,100.00,0
2,169.00,54
1,275.00,0
1,135.00,0
1,75.00,0
2,179.00,64
1,136.00,193
2,665.00,1
2,300.00,1
2,270.00,2
1,55.00,0
1,120.00,23
1,199.00,0
1,145.00,35
1,70.00,5
2,75.00,0
1,129.00,65
2,270.00,10
2,380.00,3
1,140.00,27
1,59.00,109
1,95.00,0
2,175.00,1
1,89.00,46
1,59.00,41
1,9999.00,0
1,91.00,0
1,140.00,0
1,80.00,0
1,78.00,19
1,110.00,31
1,200.00,0
1,89.00,105
1,119.00,28
1,75.00,5
3,700.00,0
2,125.00,30
2,229.00,0
1,65.00,0
1,90.00,0
1,120.00,0
1,300.00,0
1,65.00,2
2,215.00,8
2,270.00,5
1,130.00,2
1,175.00,55
2,219.00,0
1,110.00,111
1,78.00,27
1,70.00,4
2,175.00,69
1,65.00,12
1,365.00,1
1,195.00,3
2,339.00,1
1,75.00,25
1,460.00,0
7,399.00,7
1,125.00,0
1,110.00,49
1,150.00,4
1,120.00,2
2,250.00,1
1,128.00,179
2,179.00,3
2,360.00,0
1,209.00,2
1,70.00,1
1,100.00,0
1,120.00,4
1,89.00,81
1,207.00,19
2,180.00,4
1,79.00,0
1,350.00,19
2,379.00,0
1,88.00,10
1,180.00,0
1,998.00,0
1,110.00,0
2,130.00,0
2,180.00,1
2,190.00,1
1,165.00,21
1,500.00,0
3,450.00,1
1,120.00,27
1,97.00,2
1,99.00,4
2,180.00,2
3,350.00,8
2,249.00,23
1,148.00,27
3,350.00,5
1,300.00,0
1,289.00,1
2,139.00,3
1,199.00,0
1,70.00,6
1,65.00,17
1,300.00,3
2,345.00,0
1,70.00,2
3,299.00,105
1,285.00,0
2,599.00,0
1,124.00,3
1,999.00,0
1,75.00,0
1,125.00,0
6,33.00,12
1,500.00,0
2,250.00,0
2,235.00,1
1,75.00,192
1,85.00,5
1,10.00,0
1,125.00,0
1,120.00,0
1,249.00,8
2,195.00,34
1,90.00,11
1,65.00,0
14,69.00,7
1,280.00,0
2,60.00,4
1,130.00,2
2,600.00,0
2,225.00,1
2,150.00,16
3,250.00,1
1,70.00,5
2,265.00,0
3,125.00,1
1,100.00,3
2,195.00,1
2,150.00,0
2,145.00,6
1,110.00,103
2,150.00,1
1,140.00,26
2,270.00,4
2,800.00,0
2,108.00,3
1,110.00,0
2,299.00,0
1,70.00,5
2,190.00,1
1,100.00,0
2,219.00,4
1,165.00,2
1,95.00,0
1,150.00,1
14,99.00,6
4,999.00,0
1,100.00,1
1,110.00,52
1,96.00,1
1,90.00,11
2,180.00,18
2,180.00,5
3,395.00,1
1,156.00,15
1,150.00,0
1,800.00,0
1,150.00,1
2,200.00,224
2,135.00,22
1,175.00,2
1,150.00,0
1,55.00,1
3,565.00,3
1,86.00,0
1,210.00,4
2,200.00,1
1,250.00,0
2,252.00,1
2,270.00,0
1,20.00,0
2,160.00,1
2,299.00,0
3,565.00,0
1,100.00,0
1,120.00,0
1,70.00,0
1,100.00,3
1,110.00,51
1,70.00,25
1,169.00,2
1,200.00,2
2,235.00,14
1,65.00,7
1,75.00,0
1,239.00,17
2,229.00,6
1,65.00,1
1,70.00,11
1,100.00,0
2,268.00,12
3,565.00,0
1,79.00,4
1,65.00,0
1,100.00,0
1,75.00,0
1,225.00,0
1,100.00,5
3,600.00,0
1,59.00,223
1,75.00,0
1,119.00,27
1,100.00,0
1,300.00,0
1,99.00,0
1,75.00,0
1,70.00,11
1,317.00,0
1,100.00,2
1,90.00,25
2,149.00,19
1,75.00,3
1,100.00,2
1,180.00,24
3,1000.00,0
1,249.00,6
1,170.00,1
2,180.00,18
1,140.00,9
4,89.00,65
1,110.00,42
1,100.00,0
1,110.00,45
1,55.00,10
3,450.00,0
1,300.00,0
1,88.00,2
1,159.00,3
1,120.00,0
3,200.00,2
4,230.00,97
1,90.00,1
1,110.00,72
4,275.00,0
1,130.00,2
3,272.00,24
3,295.00,2
1,300.00,0
2,170.00,18
1,158.00,4
2,350.00,0
1,188.00,36
2,375.00,9
1,140.00,5
1,159.00,12
4,390.00,41
1,95.00,16
1,115.00,90
1,70.00,19
1,26.00,2
4,295.00,0
2,70.00,0
6,800.00,0
2,317.00,0
1,120.00,3
2,317.00,0
2,317.00,0
2,150.00,0
2,57.00,2
1,69.00,19
2,70.00,0
2,200.00,4
1,70.00,5
1,49.00,7
2,80.00,15
2,129.00,9
3,125.00,5
1,89.00,67
1,205.00,2
1,145.00,1
2,110.00,5
3,700.00,0
2,317.00,0
1,29.00,6
1,88.00,4
1,65.00,9
2,160.00,1
2,164.00,18
2,120.00,5
1,77.00,46
1,90.00,15
2,225.00,98
3,295.00,17
1,86.00,2
1,22.00,0
,283.00,0
6,295.00,17
1,60.00,23
2,200.00,0
1,60.00,10
3,60.00,18
1,150.00,0
1,150.00,16
1,82.00,0
1,64.00,56
2,99.00,3
4,298.00,5
1,79.00,6
2,317.00,0
1,87.00,72
1,45.00,0
2,650.00,0
4,246.00,8
2,995.00,0
1,180.00,4
1,120.00,4
2,180.00,2
2,295.00,0
3,685.00,0
1,280.00,9
4,600.00,3
3,199.00,36
2,380.00,13
2,155.00,5
1,400.00,0
1,185.00,6
2,599.00,0
4,250.00,24
1,350.00,28
1,500.00,10
2,198.00,25
2,700.00,4
2,180.00,4
3,399.00,15
1,210.00,0
1,220.00,5
3,300.00,1
1,200.00,0
1,165.00,6
2,185.00,135
3,750.00,6
1,195.00,44
1,185.00,105
1,89.00,0
1,70.00,0
2,250.00,1
1,150.00,1
3,437.00,34
1,200.00,0
2,200.00,10
4,6000.00,0
3,1300.00,0
1,165.00,88
,40.00,3
1,109.00,131
2,1000.00,11
1,155.00,0
2,110.00,136
1,140.00,0
1,170.00,6
1,180.00,3
1,199.00,17
2,325.00,53
4,210.00,97
1,260.00,0
1,180.00,1
2,185.00,0
3,925.00,3
2,279.00,16
2,140.00,1
3,1400.00,0
2,225.00,14
1,230.00,0
1,130.00,0
4,545.00,7
1,85.00,0
4,699.00,21
1,167.00,34
2,180.00,1
1,70.00,1
4,200.00,2
1,300.00,41
1,62.00,64
2,500.00,0
2,495.00,76
1,140.00,2
1,144.00,321
1,350.00,0
2,275.00,9
1,60.00,38
1,156.00,40
1,275.00,0
3,192.00,2
1,99.00,101
1,200.00,1
1,193.00,6
1,200.00,1
3,285.00,0
1,185.00,52
1,122.00,1
